"FinancialYear","HBT","HBTQF","Dataset","DatasetQF","LengthOfStay","NumberOfStays"
"1998/99","S08000030"," ","SMR04"," ","1 - 7 days",635
"1998/99","S08000030"," ","SMR04"," ","8 - 28 days",895
"1998/99","S08000030"," ","SMR04"," ","29 days - 6 months",815
"1998/99","S08000030"," ","SMR04"," ","> 6 months",250
"1998/99","S08000030"," ","Total","d","< 1 day",210
"1998/99","S08000030"," ","Total","d","1 - 7 days",930
"1998/99","S08000030"," ","Total","d","8 - 28 days",1040
"1998/99","S08000030"," ","Total","d","29 days - 6 months",890
"1998/99","S08000030"," ","Total","d","> 6 months",255
"1998/99","S08000028"," ","SMR01"," ","< 1 day",20
"1998/99","S08000028"," ","SMR01"," ","1 - 7 days",80
"1998/99","S08000028"," ","SMR01"," ","8 - 28 days",25
"1998/99","S08000028"," ","SMR01"," ","29 days - 6 months",5
"1998/99","S08000028"," ","SMR01"," ","> 6 months",0
"1998/99","S08000028"," ","SMR04"," ","< 1 day",0
"1998/99","S08000028"," ","SMR04"," ","1 - 7 days",5
"1998/99","S08000028"," ","SMR04"," ","8 - 28 days",25
"1998/99","S08000028"," ","SMR04"," ","29 days - 6 months",5
"1998/99","S08000028"," ","SMR04"," ","> 6 months",5
"1998/99","S08000028"," ","Total","d","< 1 day",20
"1998/99","S08000028"," ","Total","d","1 - 7 days",85
"1998/99","S08000028"," ","Total","d","8 - 28 days",50
"1998/99","S08000028"," ","Total","d","29 days - 6 months",10
"1998/99","S08000028"," ","Total","d","> 6 months",5
"1998/99","SB0802"," ","SMR01"," ","< 1 day",0
"1998/99","SB0802"," ","SMR01"," ","1 - 7 days",0
"1998/99","SB0802"," ","SMR01"," ","8 - 28 days",0
"1998/99","SB0802"," ","SMR01"," ","29 days - 6 months",0
"1998/99","SB0802"," ","SMR01"," ","> 6 months",0
"1998/99","SB0802"," ","SMR04"," ","< 1 day",0
"1998/99","SB0802"," ","SMR04"," ","1 - 7 days",0
"1998/99","SB0802"," ","SMR04"," ","8 - 28 days",0
"1998/99","SB0802"," ","SMR04"," ","29 days - 6 months",5
"1998/99","SB0802"," ","SMR04"," ","> 6 months",15
"1998/99","SB0802"," ","Total","d","< 1 day",0
"1998/99","SB0802"," ","Total","d","1 - 7 days",0
"1998/99","SB0802"," ","Total","d","8 - 28 days",0
"1998/99","SB0802"," ","Total","d","29 days - 6 months",5
"1998/99","SB0802"," ","Total","d","> 6 months",15
"1998/99","S92000003","d","SMR01"," ","< 1 day",1715
"1998/99","S92000003","d","SMR01"," ","1 - 7 days",4425
"1998/99","S92000003","d","SMR01"," ","8 - 28 days",1685
"1998/99","S92000003","d","SMR01"," ","29 days - 6 months",1010
"1998/99","S92000003","d","SMR01"," ","> 6 months",80
"1998/99","S92000003","d","SMR04"," ","< 1 day",640
"1998/99","S92000003","d","SMR04"," ","1 - 7 days",7200
"1998/99","S92000003","d","SMR04"," ","8 - 28 days",10805
"1998/99","S92000003","d","SMR04"," ","29 days - 6 months",8245
"1998/99","S92000003","d","SMR04"," ","> 6 months",2205
"1998/99","S92000003","d","Total","d","< 1 day",2355
"1998/99","S92000003","d","Total","d","1 - 7 days",11625
"1998/99","S92000003","d","Total","d","8 - 28 days",12495
"1998/99","S92000003","d","Total","d","29 days - 6 months",9255
"1998/99","S92000003","d","Total","d","> 6 months",2285
"1999/00","SB0801"," ","SMR01"," ","< 1 day",0
"1999/00","SB0801"," ","SMR01"," ","1 - 7 days",0
"1999/00","SB0801"," ","SMR01"," ","8 - 28 days",0
"1999/00","SB0801"," ","SMR01"," ","29 days - 6 months",0
"1999/00","SB0801"," ","SMR01"," ","> 6 months",0
"1999/00","SB0801"," ","SMR04"," ","< 1 day",0
"1999/00","SB0801"," ","SMR04"," ","1 - 7 days",0
"1999/00","SB0801"," ","SMR04"," ","8 - 28 days",0
"1999/00","SB0801"," ","SMR04"," ","29 days - 6 months",0
"1999/00","SB0801"," ","SMR04"," ","> 6 months",0
"1999/00","SB0801"," ","Total","d","< 1 day",0
"1999/00","SB0801"," ","Total","d","1 - 7 days",0
"1999/00","SB0801"," ","Total","d","8 - 28 days",0
"1999/00","SB0801"," ","Total","d","29 days - 6 months",0
"1999/00","SB0801"," ","Total","d","> 6 months",0
"1999/00","S08000015"," ","SMR01"," ","< 1 day",225
"1999/00","S08000015"," ","SMR01"," ","1 - 7 days",420
"1999/00","S08000015"," ","SMR01"," ","8 - 28 days",75
"1999/00","S08000015"," ","SMR01"," ","29 days - 6 months",45
"1999/00","S08000015"," ","SMR01"," ","> 6 months",5
"1999/00","S08000015"," ","SMR04"," ","< 1 day",45
"1999/00","S08000015"," ","SMR04"," ","1 - 7 days",615
"1999/00","S08000015"," ","SMR04"," ","8 - 28 days",930
"1999/00","S08000015"," ","SMR04"," ","29 days - 6 months",585
"1999/00","S08000015"," ","SMR04"," ","> 6 months",135
"1999/00","S08000015"," ","Total","d","< 1 day",265
"1999/00","S08000015"," ","Total","d","1 - 7 days",1030
"1999/00","S08000015"," ","Total","d","8 - 28 days",1005
"1999/00","S08000015"," ","Total","d","29 days - 6 months",630
"1999/00","S08000015"," ","Total","d","> 6 months",140
"1999/00","S08000016"," ","SMR01"," ","< 1 day",45
"1999/00","S08000016"," ","SMR01"," ","1 - 7 days",80
"1999/00","S08000016"," ","SMR01"," ","8 - 28 days",55
"1999/00","S08000016"," ","SMR01"," ","29 days - 6 months",30
"1999/00","S08000016"," ","SMR01"," ","> 6 months",0
"1999/00","S08000016"," ","SMR04"," ","< 1 day",10
"1999/00","S08000016"," ","SMR04"," ","1 - 7 days",165
"1999/00","S08000016"," ","SMR04"," ","8 - 28 days",195
"1999/00","S08000016"," ","SMR04"," ","29 days - 6 months",135
"1999/00","S08000016"," ","SMR04"," ","> 6 months",45
"1999/00","S08000016"," ","Total","d","< 1 day",55
"1999/00","S08000016"," ","Total","d","1 - 7 days",245
"1999/00","S08000016"," ","Total","d","8 - 28 days",255
"1999/00","S08000016"," ","Total","d","29 days - 6 months",165
"1999/00","S08000016"," ","Total","d","> 6 months",45
"1999/00","S08000017"," ","SMR01"," ","< 1 day",55
"1999/00","S08000017"," ","SMR01"," ","1 - 7 days",95
"1999/00","S08000017"," ","SMR01"," ","8 - 28 days",50
"1999/00","S08000017"," ","SMR01"," ","29 days - 6 months",15
"1999/00","S08000017"," ","SMR01"," ","> 6 months",0
"1999/00","S08000017"," ","SMR04"," ","< 1 day",15
"1999/00","S08000017"," ","SMR04"," ","1 - 7 days",170
"1999/00","S08000017"," ","SMR04"," ","8 - 28 days",215
"1999/00","S08000017"," ","SMR04"," ","29 days - 6 months",245
"1999/00","S08000017"," ","SMR04"," ","> 6 months",55
"1999/00","S08000017"," ","Total","d","< 1 day",70
"1999/00","S08000017"," ","Total","d","1 - 7 days",265
"1999/00","S08000017"," ","Total","d","8 - 28 days",265
"1999/00","S08000017"," ","Total","d","29 days - 6 months",265
"1999/00","S08000017"," ","Total","d","> 6 months",60
"1999/00","S08000029"," ","SMR01"," ","< 1 day",70
"1999/00","S08000029"," ","SMR01"," ","1 - 7 days",135
"1999/00","S08000029"," ","SMR01"," ","8 - 28 days",55
"1999/00","S08000029"," ","SMR01"," ","29 days - 6 months",35
"1999/00","S08000029"," ","SMR01"," ","> 6 months",5
"1999/00","S08000029"," ","SMR04"," ","< 1 day",25
"1999/00","S08000029"," ","SMR04"," ","1 - 7 days",505
"1999/00","S08000029"," ","SMR04"," ","8 - 28 days",570
"1999/00","S08000029"," ","SMR04"," ","29 days - 6 months",460
"1999/00","S08000029"," ","SMR04"," ","> 6 months",115
"1999/00","S08000029"," ","Total","d","< 1 day",95
"1999/00","S08000029"," ","Total","d","1 - 7 days",640
"1999/00","S08000029"," ","Total","d","8 - 28 days",625
"1999/00","S08000029"," ","Total","d","29 days - 6 months",495
"1999/00","S08000029"," ","Total","d","> 6 months",120
"1999/00","S08000019"," ","SMR01"," ","< 1 day",40
"1999/00","S08000019"," ","SMR01"," ","1 - 7 days",170
"1999/00","S08000019"," ","SMR01"," ","8 - 28 days",70
"1999/00","S08000019"," ","SMR01"," ","29 days - 6 months",30
"1999/00","S08000019"," ","SMR01"," ","> 6 months",0
"1999/00","S08000019"," ","SMR04"," ","< 1 day",70
"1999/00","S08000019"," ","SMR04"," ","1 - 7 days",230
"1999/00","S08000019"," ","SMR04"," ","8 - 28 days",350
"1999/00","S08000019"," ","SMR04"," ","29 days - 6 months",310
"1999/00","S08000019"," ","SMR04"," ","> 6 months",95
"1999/00","S08000019"," ","Total","d","< 1 day",105
"1999/00","S08000019"," ","Total","d","1 - 7 days",395
"1999/00","S08000019"," ","Total","d","8 - 28 days",420
"1999/00","S08000019"," ","Total","d","29 days - 6 months",340
"1999/00","S08000019"," ","Total","d","> 6 months",95
"1999/00","S08000020"," ","SMR01"," ","< 1 day",175
"1999/00","S08000020"," ","SMR01"," ","1 - 7 days",435
"1999/00","S08000020"," ","SMR01"," ","8 - 28 days",210
"1999/00","S08000020"," ","SMR01"," ","29 days - 6 months",90
"1999/00","S08000020"," ","SMR01"," ","> 6 months",5
"1999/00","S08000020"," ","SMR04"," ","< 1 day",35
"1999/00","S08000020"," ","SMR04"," ","1 - 7 days",560
"1999/00","S08000020"," ","SMR04"," ","8 - 28 days",865
"1999/00","S08000020"," ","SMR04"," ","29 days - 6 months",620
"1999/00","S08000020"," ","SMR04"," ","> 6 months",180
"1999/00","S08000020"," ","Total","d","< 1 day",215
"1999/00","S08000020"," ","Total","d","1 - 7 days",995
"1999/00","S08000020"," ","Total","d","8 - 28 days",1080
"1999/00","S08000020"," ","Total","d","29 days - 6 months",710
"1999/00","S08000020"," ","Total","d","> 6 months",185
"1999/00","S08000031"," ","SMR01"," ","< 1 day",405
"1999/00","S08000031"," ","SMR01"," ","1 - 7 days",1225
"1999/00","S08000031"," ","SMR01"," ","8 - 28 days",515
"1999/00","S08000031"," ","SMR01"," ","29 days - 6 months",340
"1999/00","S08000031"," ","SMR01"," ","> 6 months",25
"1999/00","S08000031"," ","SMR04"," ","< 1 day",205
"1999/00","S08000031"," ","SMR04"," ","1 - 7 days",1880
"1999/00","S08000031"," ","SMR04"," ","8 - 28 days",2560
"1999/00","S08000031"," ","SMR04"," ","29 days - 6 months",2235
"1999/00","S08000031"," ","SMR04"," ","> 6 months",585
"1999/00","S08000031"," ","Total","d","< 1 day",610
"1999/00","S08000031"," ","Total","d","1 - 7 days",3105
"1999/00","S08000031"," ","Total","d","8 - 28 days",3070
"1999/00","S08000031"," ","Total","d","29 days - 6 months",2570
"1999/00","S08000031"," ","Total","d","> 6 months",610
"1999/00","S08000022"," ","SMR01"," ","< 1 day",210
"1999/00","S08000022"," ","SMR01"," ","1 - 7 days",585
"1999/00","S08000022"," ","SMR01"," ","8 - 28 days",170
"1999/00","S08000022"," ","SMR01"," ","29 days - 6 months",70
"1999/00","S08000022"," ","SMR01"," ","> 6 months",15
"1999/00","S08000022"," ","SMR04"," ","< 1 day",40
"1999/00","S08000022"," ","SMR04"," ","1 - 7 days",595
"1999/00","S08000022"," ","SMR04"," ","8 - 28 days",825
"1999/00","S08000022"," ","SMR04"," ","29 days - 6 months",545
"1999/00","S08000022"," ","SMR04"," ","> 6 months",95
"1999/00","S08000022"," ","Total","d","< 1 day",250
"1999/00","S08000022"," ","Total","d","1 - 7 days",1180
"1999/00","S08000022"," ","Total","d","8 - 28 days",1000
"1999/00","S08000022"," ","Total","d","29 days - 6 months",610
"1999/00","S08000022"," ","Total","d","> 6 months",105
"1999/00","S08000032"," ","SMR01"," ","< 1 day",170
"1999/00","S08000032"," ","SMR01"," ","1 - 7 days",470
"1999/00","S08000032"," ","SMR01"," ","8 - 28 days",105
"1999/00","S08000032"," ","SMR01"," ","29 days - 6 months",70
"1999/00","S08000032"," ","SMR01"," ","> 6 months",5
"1999/00","S08000032"," ","SMR04"," ","< 1 day",75
"1999/00","S08000032"," ","SMR04"," ","1 - 7 days",610
"1999/00","S08000032"," ","SMR04"," ","8 - 28 days",985
"1999/00","S08000032"," ","SMR04"," ","29 days - 6 months",745
"1999/00","S08000032"," ","SMR04"," ","> 6 months",190
"1999/00","S08000032"," ","Total","d","< 1 day",245
"1999/00","S08000032"," ","Total","d","1 - 7 days",1080
"1999/00","S08000032"," ","Total","d","8 - 28 days",1090
"1999/00","S08000032"," ","Total","d","29 days - 6 months",810
"1999/00","S08000032"," ","Total","d","> 6 months",195
"1999/00","S08000024"," ","SMR01"," ","< 1 day",200
"1999/00","S08000024"," ","SMR01"," ","1 - 7 days",440
"1999/00","S08000024"," ","SMR01"," ","8 - 28 days",210
"1999/00","S08000024"," ","SMR01"," ","29 days - 6 months",170
"1999/00","S08000024"," ","SMR01"," ","> 6 months",5
"1999/00","S08000024"," ","SMR04"," ","< 1 day",80
"1999/00","S08000024"," ","SMR04"," ","1 - 7 days",1270
"1999/00","S08000024"," ","SMR04"," ","8 - 28 days",1880
"1999/00","S08000024"," ","SMR04"," ","29 days - 6 months",1200
"1999/00","S08000024"," ","SMR04"," ","> 6 months",325
"1999/00","S08000024"," ","Total","d","< 1 day",285
"1999/00","S08000024"," ","Total","d","1 - 7 days",1710
"1999/00","S08000024"," ","Total","d","8 - 28 days",2090
"1999/00","S08000024"," ","Total","d","29 days - 6 months",1375
"1999/00","S08000024"," ","Total","d","> 6 months",330
"1999/00","S08000025"," ","SMR01"," ","< 1 day",25
"1999/00","S08000025"," ","SMR01"," ","1 - 7 days",20
"1999/00","S08000025"," ","SMR01"," ","8 - 28 days",5
"1999/00","S08000025"," ","SMR01"," ","29 days - 6 months",0
"1999/00","S08000025"," ","SMR01"," ","> 6 months",0
"1999/00","S08000025"," ","SMR04"," ","< 1 day",0
"1999/00","S08000025"," ","SMR04"," ","1 - 7 days",0
"1999/00","S08000025"," ","SMR04"," ","8 - 28 days",0
"1999/00","S08000025"," ","SMR04"," ","29 days - 6 months",0
"1999/00","S08000025"," ","SMR04"," ","> 6 months",0
"1999/00","S08000025"," ","Total","d","< 1 day",25
"1999/00","S08000025"," ","Total","d","1 - 7 days",20
"1999/00","S08000025"," ","Total","d","8 - 28 days",5
"1999/00","S08000025"," ","Total","d","29 days - 6 months",0
"1999/00","S08000025"," ","Total","d","> 6 months",0
"1999/00","S08000026"," ","SMR01"," ","< 1 day",35
"1999/00","S08000026"," ","SMR01"," ","1 - 7 days",40
"1999/00","S08000026"," ","SMR01"," ","8 - 28 days",15
"1999/00","S08000026"," ","SMR01"," ","29 days - 6 months",0
"1999/00","S08000026"," ","SMR01"," ","> 6 months",0
"1999/00","S08000026"," ","SMR04"," ","< 1 day",0
"1999/00","S08000026"," ","SMR04"," ","1 - 7 days",0
"1999/00","S08000026"," ","SMR04"," ","8 - 28 days",0
"1999/00","S08000026"," ","SMR04"," ","29 days - 6 months",0
"1999/00","S08000026"," ","SMR04"," ","> 6 months",0
"1999/00","S08000026"," ","Total","d","< 1 day",35
"1999/00","S08000026"," ","Total","d","1 - 7 days",40
"1999/00","S08000026"," ","Total","d","8 - 28 days",15
"1999/00","S08000026"," ","Total","d","29 days - 6 months",0
"1999/00","S08000026"," ","Total","d","> 6 months",0
"1999/00","S08000030"," ","SMR01"," ","< 1 day",190
"1999/00","S08000030"," ","SMR01"," ","1 - 7 days",275
"1999/00","S08000030"," ","SMR01"," ","8 - 28 days",100
"1999/00","S08000030"," ","SMR01"," ","29 days - 6 months",75
"1999/00","S08000030"," ","SMR01"," ","> 6 months",0
"1999/00","S08000030"," ","SMR04"," ","< 1 day",60
"1999/00","S08000030"," ","SMR04"," ","1 - 7 days",615
"1999/00","S08000030"," ","SMR04"," ","8 - 28 days",840
"1999/00","S08000030"," ","SMR04"," ","29 days - 6 months",725
"1999/00","S08000030"," ","SMR04"," ","> 6 months",220
"1999/00","S08000030"," ","Total","d","< 1 day",245
"1999/00","S08000030"," ","Total","d","1 - 7 days",885
"1999/00","S08000030"," ","Total","d","8 - 28 days",935
"1999/00","S08000030"," ","Total","d","29 days - 6 months",795
"1999/00","S08000030"," ","Total","d","> 6 months",225
"1999/00","S08000028"," ","SMR01"," ","< 1 day",25
"1999/00","S08000028"," ","SMR01"," ","1 - 7 days",95
"1999/00","S08000028"," ","SMR01"," ","8 - 28 days",25
"1999/00","S08000028"," ","SMR01"," ","29 days - 6 months",10
"1999/00","S08000028"," ","SMR01"," ","> 6 months",0
"1999/00","S08000028"," ","SMR04"," ","< 1 day",0
"1999/00","S08000028"," ","SMR04"," ","1 - 7 days",30
"1999/00","S08000028"," ","SMR04"," ","8 - 28 days",85
"1999/00","S08000028"," ","SMR04"," ","29 days - 6 months",40
"1999/00","S08000028"," ","SMR04"," ","> 6 months",10
"1999/00","S08000028"," ","Total","d","< 1 day",25
"1999/00","S08000028"," ","Total","d","1 - 7 days",125
"1999/00","S08000028"," ","Total","d","8 - 28 days",115
"1999/00","S08000028"," ","Total","d","29 days - 6 months",50
"1999/00","S08000028"," ","Total","d","> 6 months",15
"1999/00","SB0802"," ","SMR01"," ","< 1 day",0
"1999/00","SB0802"," ","SMR01"," ","1 - 7 days",0
"1999/00","SB0802"," ","SMR01"," ","8 - 28 days",0
"1999/00","SB0802"," ","SMR01"," ","29 days - 6 months",0
"1999/00","SB0802"," ","SMR01"," ","> 6 months",0
"1999/00","SB0802"," ","SMR04"," ","< 1 day",0
"1999/00","SB0802"," ","SMR04"," ","1 - 7 days",0
"1999/00","SB0802"," ","SMR04"," ","8 - 28 days",0
"1999/00","SB0802"," ","SMR04"," ","29 days - 6 months",5
"1999/00","SB0802"," ","SMR04"," ","> 6 months",20
"1999/00","SB0802"," ","Total","d","< 1 day",0
"1999/00","SB0802"," ","Total","d","1 - 7 days",0
"1999/00","SB0802"," ","Total","d","8 - 28 days",0
"1999/00","SB0802"," ","Total","d","29 days - 6 months",5
"1999/00","SB0802"," ","Total","d","> 6 months",20
"1999/00","S92000003","d","SMR01"," ","< 1 day",1865
"1999/00","S92000003","d","SMR01"," ","1 - 7 days",4480
"1999/00","S92000003","d","SMR01"," ","8 - 28 days",1665
"1999/00","S92000003","d","SMR01"," ","29 days - 6 months",980
"1999/00","S92000003","d","SMR01"," ","> 6 months",65
"1999/00","S92000003","d","SMR04"," ","< 1 day",660
"1999/00","S92000003","d","SMR04"," ","1 - 7 days",7245
"1999/00","S92000003","d","SMR04"," ","8 - 28 days",10305
"1999/00","S92000003","d","SMR04"," ","29 days - 6 months",7850
"1999/00","S92000003","d","SMR04"," ","> 6 months",2075
"1999/00","S92000003","d","Total","d","< 1 day",2530
"1999/00","S92000003","d","Total","d","1 - 7 days",11725
"1999/00","S92000003","d","Total","d","8 - 28 days",11970
"1999/00","S92000003","d","Total","d","29 days - 6 months",8825
"1999/00","S92000003","d","Total","d","> 6 months",2140
"2000/01","SB0801"," ","SMR01"," ","< 1 day",0
"2000/01","SB0801"," ","SMR01"," ","1 - 7 days",0
"2000/01","SB0801"," ","SMR01"," ","8 - 28 days",0
"2000/01","SB0801"," ","SMR01"," ","29 days - 6 months",0
"2000/01","SB0801"," ","SMR01"," ","> 6 months",0
"2000/01","SB0801"," ","SMR04"," ","< 1 day",0
"2000/01","SB0801"," ","SMR04"," ","1 - 7 days",0
"2000/01","SB0801"," ","SMR04"," ","8 - 28 days",0
"2000/01","SB0801"," ","SMR04"," ","29 days - 6 months",0
"2000/01","SB0801"," ","SMR04"," ","> 6 months",0
"2000/01","SB0801"," ","Total","d","< 1 day",0
"2000/01","SB0801"," ","Total","d","1 - 7 days",0
"2000/01","SB0801"," ","Total","d","8 - 28 days",0
"2000/01","SB0801"," ","Total","d","29 days - 6 months",0
"2000/01","SB0801"," ","Total","d","> 6 months",0
"2000/01","S08000015"," ","SMR01"," ","< 1 day",195
"2000/01","S08000015"," ","SMR01"," ","1 - 7 days",410
"2000/01","S08000015"," ","SMR01"," ","8 - 28 days",90
"2000/01","S08000015"," ","SMR01"," ","29 days - 6 months",35
"2000/01","S08000015"," ","SMR01"," ","> 6 months",0
"2000/01","S08000015"," ","SMR04"," ","< 1 day",25
"2000/01","S08000015"," ","SMR04"," ","1 - 7 days",625
"2000/01","S08000015"," ","SMR04"," ","8 - 28 days",805
"2000/01","S08000015"," ","SMR04"," ","29 days - 6 months",600
"2000/01","S08000015"," ","SMR04"," ","> 6 months",140
"2000/01","S08000015"," ","Total","d","< 1 day",215
"2000/01","S08000015"," ","Total","d","1 - 7 days",1030
"2000/01","S08000015"," ","Total","d","8 - 28 days",895
"2000/01","S08000015"," ","Total","d","29 days - 6 months",635
"2000/01","S08000015"," ","Total","d","> 6 months",140
"2000/01","S08000016"," ","SMR01"," ","< 1 day",40
"2000/01","S08000016"," ","SMR01"," ","1 - 7 days",90
"2000/01","S08000016"," ","SMR01"," ","8 - 28 days",40
"2000/01","S08000016"," ","SMR01"," ","29 days - 6 months",25
"2000/01","S08000016"," ","SMR01"," ","> 6 months",0
"2000/01","S08000016"," ","SMR04"," ","< 1 day",5
"2000/01","S08000016"," ","SMR04"," ","1 - 7 days",165
"2000/01","S08000016"," ","SMR04"," ","8 - 28 days",185
"2000/01","S08000016"," ","SMR04"," ","29 days - 6 months",150
"2000/01","S08000016"," ","SMR04"," ","> 6 months",45
"2000/01","S08000016"," ","Total","d","< 1 day",45
"2000/01","S08000016"," ","Total","d","1 - 7 days",255
"2000/01","S08000016"," ","Total","d","8 - 28 days",225
"2000/01","S08000016"," ","Total","d","29 days - 6 months",175
"2000/01","S08000016"," ","Total","d","> 6 months",45
"2000/01","S08000017"," ","SMR01"," ","< 1 day",35
"2000/01","S08000017"," ","SMR01"," ","1 - 7 days",130
"2000/01","S08000017"," ","SMR01"," ","8 - 28 days",35
"2000/01","S08000017"," ","SMR01"," ","29 days - 6 months",15
