"FinancialYear","HBR","HBRQF","AgeGroup","Sex","Dataset","DatasetQF","DischargeCount","DischargeCountQF","DischargeRates","DischargeRatesQF","PatientsCount","PatientCountQF","PatientsRates","PatientRatesQF"
"1997/98","S08000016"," ","18-24 years","Male","Total","d",40," ","1122.65"," ",25," ","701.66"," "
"1997/98","S08000016"," ","18-24 years","Female","Total","d",20," ","566.89"," ",15," ","425.17"," "
"1997/98","S08000016"," ","25-39 years","Male","Total","d",90," ","815.37"," ",65," ","588.87"," "
"1997/98","S08000016"," ","25-39 years","Female","Total","d",95," ","845.35"," ",45," ","400.43"," "
"1997/98","S08000016"," ","40-64 years","Male","Total","d",140," ","840.29"," ",80," ","480.16"," "
"1997/98","S08000016"," ","40-64 years","Female","Total","d",110," ","631.06"," ",70," ","401.58"," "
"1997/98","S08000016"," ","65plus years","Male","Total","d",165," ","2019.34"," ",100," ","1223.84"," "
"1997/98","S08000016"," ","65plus years","Female","Total","d",240," ","2053.21"," ",180," ","1539.91"," "
"1997/98","S08000017"," ","0-17 years","Male","Total","d",55," ","330.33"," ",50," ","300.3"," "
"1997/98","S08000017"," ","0-17 years","Female","Total","d",35," ","218.96"," ",30," ","187.68"," "
"1997/98","S08000017"," ","18-24 years","Male","Total","d",30," ","607.9"," ",25," ","506.59"," "
"1997/98","S08000017"," ","18-24 years","Female","Total","d",20," ","413.31"," ",15," ","309.98"," "
"1997/98","S08000017"," ","25-39 years","Male","Total","d",125," ","824.92"," ",90," ","593.94"," "
"1997/98","S08000017"," ","25-39 years","Female","Total","d",145," ","927.11"," ",85," ","543.48"," "
"1997/98","S08000017"," ","40-64 years","Male","Total","d",155," ","655.75"," ",110," ","465.37"," "
"1997/98","S08000017"," ","40-64 years","Female","Total","d",195," ","797.61"," ",130," ","531.74"," "
"1997/98","S08000017"," ","65plus years","Male","Total","d",145," ","1269.37"," ",100," ","875.43"," "
"1997/98","S08000017"," ","65plus years","Female","Total","d",185," ","1170.15"," ",155," ","980.39"," "
"1997/98","S08000019"," ","0-17 years","Male","Total","d",15," ","47.23"," ",10," ","31.49"," "
"1997/98","S08000019"," ","0-17 years","Female","Total","d",15," ","49.05"," ",10," ","32.7"," "
"1997/98","S08000019"," ","18-24 years","Male","Total","d",115," ","960.09"," ",70," ","584.4"," "
"1997/98","S08000019"," ","18-24 years","Female","Total","d",75," ","610.9"," ",40," ","325.81"," "
"1997/98","S08000019"," ","25-39 years","Male","Total","d",290," ","948.05"," ",195," ","637.48"," "
"1997/98","S08000019"," ","25-39 years","Female","Total","d",235," ","737.12"," ",130," ","407.77"," "
"1997/98","S08000019"," ","40-64 years","Male","Total","d",290," ","692.67"," ",185," ","441.88"," "
"1997/98","S08000019"," ","40-64 years","Female","Total","d",250," ","572.27"," ",170," ","389.14"," "
"1997/98","S08000019"," ","65plus years","Male","Total","d",220," ","1326.42"," ",145," ","874.23"," "
"1997/98","S08000019"," ","65plus years","Female","Total","d",405," ","1636.5"," ",265," ","1070.79"," "
"1997/98","S08000020"," ","0-17 years","Male","Total","d",80," ","131.45"," ",75," ","123.23"," "
"1997/98","S08000020"," ","0-17 years","Female","Total","d",65," ","112.09"," ",60," ","103.47"," "
"1997/98","S08000020"," ","18-24 years","Male","Total","d",200," ","783.55"," ",145," ","568.07"," "
"1997/98","S08000020"," ","18-24 years","Female","Total","d",120," ","475.96"," ",75," ","297.48"," "
"1997/98","S08000020"," ","25-39 years","Male","Total","d",390," ","614.06"," ",290," ","456.61"," "
"1997/98","S08000020"," ","25-39 years","Female","Total","d",340," ","551.7"," ",240," ","389.43"," "
"1997/98","S08000020"," ","40-64 years","Male","Total","d",545," ","678.19"," ",370," ","460.42"," "
"1997/98","S08000020"," ","40-64 years","Female","Total","d",455," ","571.68"," ",320," ","402.06"," "
"1997/98","S08000020"," ","65plus years","Male","Total","d",485," ","1583.62"," ",310," ","1012.21"," "
"1997/98","S08000020"," ","65plus years","Female","Total","d",650," ","1438.85"," ",500," ","1106.81"," "
"1997/98","S08000022"," ","0-17 years","Male","Total","d",40," ","114.07"," ",40," ","114.07"," "
"1997/98","S08000022"," ","0-17 years","Female","Total","d",45," ","136.28"," ",45," ","136.28"," "
"1997/98","S08000022"," ","18-24 years","Male","Total","d",110," ","961.37"," ",80," ","699.18"," "
"1997/98","S08000022"," ","18-24 years","Female","Total","d",70," ","695.83"," ",55," ","546.72"," "
"1997/98","S08000022"," ","25-39 years","Male","Total","d",365," ","1141.91"," ",250," ","782.13"," "
"1997/98","S08000022"," ","25-39 years","Female","Total","d",290," ","905.66"," ",195," ","608.98"," "
"1997/98","S08000022"," ","40-64 years","Male","Total","d",620," ","1284.84"," ",405," ","839.29"," "
"1997/98","S08000022"," ","40-64 years","Female","Total","d",385," ","786.84"," ",255," ","521.15"," "
"1997/98","S08000022"," ","65plus years","Male","Total","d",415," ","2049.99"," ",250," ","1234.93"," "
"1997/98","S08000022"," ","65plus years","Female","Total","d",505," ","1724.96"," ",335," ","1144.28"," "
"1997/98","S08000024"," ","0-17 years","Male","Total","d",135," ","162.72"," ",120," ","144.64"," "
"1997/98","S08000024"," ","0-17 years","Female","Total","d",100," ","125.81"," ",75," ","94.36"," "
"1997/98","S08000024"," ","18-24 years","Male","Total","d",235," ","629.44"," ",175," ","468.73"," "
"1997/98","S08000024"," ","18-24 years","Female","Total","d",195," ","510.39"," ",125," ","327.17"," "
"1997/98","S08000024"," ","25-39 years","Male","Total","d",830," ","890.19"," ",545," ","584.52"," "
"1997/98","S08000024"," ","25-39 years","Female","Total","d",930," ","955.38"," ",525," ","539.33"," "
"1997/98","S08000024"," ","40-64 years","Male","Total","d",1035," ","951.25"," ",645," ","592.81"," "
"1997/98","S08000024"," ","40-64 years","Female","Total","d",840," ","735.33"," ",525," ","459.58"," "
"1997/98","S08000024"," ","65plus years","Male","Total","d",815," ","1830.19"," ",505," ","1134.04"," "
"1997/98","S08000024"," ","65plus years","Female","Total","d",1320," ","1923.13"," ",875," ","1274.8"," "
"1997/98","S08000025"," ","0-17 years","Male","Total","d",5," ","210.61"," ",5," ","210.61"," "
"1997/98","S08000025"," ","0-17 years","Female","Total","d",5," ","215.24"," ",5," ","215.24"," "
"1997/98","S08000025"," ","18-24 years","Male","Total","d",5," ","764.53"," ",5," ","764.53"," "
"1997/98","S08000025"," ","18-24 years","Female","Total","d",0," ","0"," ",0," ","0"," "
"1997/98","S08000025"," ","25-39 years","Male","Total","d",15," ","708.55"," ",10," ","472.37"," "
"1997/98","S08000025"," ","25-39 years","Female","Total","d",15," ","741.47"," ",10," ","494.32"," "
"1997/98","S08000025"," ","40-64 years","Male","Total","d",35," ","1067.72"," ",25," ","762.66"," "
"1997/98","S08000025"," ","40-64 years","Female","Total","d",20," ","621.5"," ",10," ","310.75"," "
"1997/98","S08000025"," ","65plus years","Male","Total","d",10," ","746.83"," ",5," ","373.41"," "
"1997/98","S08000025"," ","65plus years","Female","Total","d",15," ","816.99"," ",10," ","544.66"," "
"1997/98","S08000026"," ","0-17 years","Male","Total","d",5," ","167.56"," ",5," ","167.56"," "
"1997/98","S08000026"," ","0-17 years","Female","Total","d",5," ","176.3"," ",5," ","176.3"," "
"1997/98","S08000026"," ","18-24 years","Male","Total","d",10," ","1011.12"," ",5," ","505.56"," "
"1997/98","S08000026"," ","18-24 years","Female","Total","d",5," ","601.68"," ",5," ","601.68"," "
"1997/98","S08000026"," ","25-39 years","Male","Total","d",30," ","1118.15"," ",15," ","559.08"," "
"1997/98","S08000026"," ","25-39 years","Female","Total","d",35," ","1398.88"," ",20," ","799.36"," "
"1997/98","S08000026"," ","40-64 years","Male","Total","d",35," ","946.46"," ",25," ","676.04"," "
"1997/98","S08000026"," ","40-64 years","Female","Total","d",20," ","602.05"," ",15," ","451.54"," "
"1997/98","S08000026"," ","65plus years","Male","Total","d",10," ","848.18"," ",10," ","848.18"," "
"1997/98","S08000026"," ","65plus years","Female","Total","d",20," ","1107.42"," ",15," ","830.56"," "
"1997/98","S08000028"," ","0-17 years","Male","Total","d",5," ","158.58"," ",5," ","158.58"," "
"1997/98","S08000028"," ","0-17 years","Female","Total","d",5," ","157.28"," ",5," ","157.28"," "
"1997/98","S08000028"," ","18-24 years","Male","Total","d",10," ","853.24"," ",5," ","426.62"," "
"1997/98","S08000028"," ","18-24 years","Female","Total","d",5," ","579.37"," ",5," ","579.37"," "
"1997/98","S08000028"," ","25-39 years","Male","Total","d",35," ","1248.66"," ",25," ","891.9"," "
"1997/98","S08000028"," ","25-39 years","Female","Total","d",10," ","376.51"," ",10," ","376.51"," "
"1997/98","S08000028"," ","40-64 years","Male","Total","d",85," ","1851.85"," ",60," ","1307.19"," "
"1997/98","S08000028"," ","40-64 years","Female","Total","d",50," ","1164.42"," ",35," ","815.09"," "
"1997/98","S08000028"," ","65plus years","Male","Total","d",35," ","1670.64"," ",20," ","954.65"," "
"1997/98","S08000028"," ","65plus years","Female","Total","d",85," ","2737.52"," ",45," ","1449.28"," "
"1997/98","S08000029"," ","0-17 years","Male","Total","d",60," ","148.42"," ",45," ","111.31"," "
"1997/98","S08000029"," ","0-17 years","Female","Total","d",45," ","115.24"," ",40," ","102.44"," "
"1997/98","S08000029"," ","18-24 years","Male","Total","d",130," ","875.72"," ",90," ","606.26"," "
"1997/98","S08000029"," ","18-24 years","Female","Total","d",100," ","689.75"," ",70," ","482.83"," "
"1997/98","S08000029"," ","25-39 years","Male","Total","d",375," ","1004.77"," ",235," ","629.66"," "
"1997/98","S08000029"," ","25-39 years","Female","Total","d",270," ","689.9"," ",170," ","434.38"," "
"1997/98","S08000029"," ","40-64 years","Male","Total","d",300," ","580.62"," ",205," ","396.76"," "
"1997/98","S08000029"," ","40-64 years","Female","Total","d",330," ","609.31"," ",205," ","378.51"," "
"1997/98","S08000029"," ","65plus years","Male","Total","d",250," ","1131.63"," ",170," ","769.51"," "
"1997/98","S08000029"," ","65plus years","Female","Total","d",375," ","1124.67"," ",290," ","869.75"," "
"1997/98","S08000030"," ","0-17 years","Male","Total","d",70," ","158.17"," ",55," ","124.28"," "
"1997/98","S08000030"," ","0-17 years","Female","Total","d",85," ","200.94"," ",70," ","165.48"," "
"1997/98","S08000030"," ","18-24 years","Male","Total","d",190," ","1091.83"," ",125," ","718.31"," "
"1997/98","S08000030"," ","18-24 years","Female","Total","d",135," ","790.72"," ",75," ","439.29"," "
"1997/98","S08000030"," ","25-39 years","Male","Total","d",605," ","1465.78"," ",370," ","896.43"," "
"1997/98","S08000030"," ","25-39 years","Female","Total","d",460," ","1068.18"," ",285," ","661.81"," "
"1997/98","S08000030"," ","40-64 years","Male","Total","d",525," ","889.98"," ",370," ","627.22"," "
"1997/98","S08000030"," ","40-64 years","Female","Total","d",440," ","711.09"," ",320," ","517.16"," "
"1997/98","S08000030"," ","65plus years","Male","Total","d",315," ","1140.68"," ",240," ","869.09"," "
"1997/98","S08000030"," ","65plus years","Female","Total","d",685," ","1651.52"," ",525," ","1265.76"," "
"1997/98","S08000031"," ","0-17 years","Male","Total","d",135," ","102.69"," ",120," ","91.28"," "
"1997/98","S08000031"," ","0-17 years","Female","Total","d",150," ","118.88"," ",130," ","103.03"," "
"1997/98","S08000031"," ","18-24 years","Male","Total","d",460," ","924.92"," ",320," ","643.42"," "
"1997/98","S08000031"," ","18-24 years","Female","Total","d",340," ","637.62"," ",220," ","412.58"," "
"1997/98","S08000031"," ","25-39 years","Male","Total","d",1885," ","1423.09"," ",1220," ","921.05"," "
"1997/98","S08000031"," ","25-39 years","Female","Total","d",1165," ","818.38"," ",760," ","533.88"," "
"1997/98","S08000031"," ","40-64 years","Male","Total","d",2055," ","1278.07"," ",1410," ","876.93"," "
"1997/98","S08000031"," ","40-64 years","Female","Total","d",1350," ","789.94"," ",915," ","535.4"," "
"1997/98","S08000031"," ","65plus years","Male","Total","d",1290," ","1891.3"," ",930," ","1363.5"," "
"1997/98","S08000031"," ","65plus years","Female","Total","d",1950," ","1774.66"," ",1395," ","1269.57"," "
"1997/98","S08000032"," ","0-17 years","Male","Total","d",40," ","52.66"," ",35," ","46.08"," "
"1997/98","S08000032"," ","0-17 years","Female","Total","d",45," ","62.4"," ",35," ","48.53"," "
"1997/98","S08000032"," ","18-24 years","Male","Total","d",205," ","761.49"," ",125," ","464.32"," "
"1997/98","S08000032"," ","18-24 years","Female","Total","d",95," ","355.65"," ",70," ","262.05"," "
"1997/98","S08000032"," ","25-39 years","Male","Total","d",630," ","886.64"," ",450," ","633.31"," "
"1997/98","S08000032"," ","25-39 years","Female","Total","d",375," ","493.95"," ",265," ","349.06"," "
"1997/98","S08000032"," ","40-64 years","Male","Total","d",600," ","650.31"," ",455," ","493.16"," "
"1997/98","S08000032"," ","40-64 years","Female","Total","d",460," ","464.92"," ",355," ","358.8"," "
"1997/98","S08000032"," ","65plus years","Male","Total","d",435," ","1259.99"," ",300," ","868.96"," "
"1997/98","S08000032"," ","65plus years","Female","Total","d",775," ","1475.01"," ",515," ","980.17"," "
"1997/98","RA2702"," ","0-17 years","Male","Total","d",5," ","",":",5," ","",":"
"1997/98","RA2702"," ","0-17 years","Female","Total","d",5," ","",":",5," ","",":"
"1997/98","RA2702"," ","18-24 years","Male","Total","d",20," ","",":",20," ","",":"
"1997/98","RA2702"," ","18-24 years","Female","Total","d",15," ","",":",15," ","",":"
"1997/98","RA2702"," ","25-39 years","Male","Total","d",50," ","",":",50," ","",":"
"1997/98","RA2702"," ","25-39 years","Female","Total","d",30," ","",":",20," ","",":"
"1997/98","RA2702"," ","40-64 years","Male","Total","d",55," ","",":",45," ","",":"
"1997/98","RA2702"," ","40-64 years","Female","Total","d",25," ","",":",20," ","",":"
"1997/98","RA2702"," ","65plus years","Male","Total","d",0," ","",":",0," ","",":"
"1997/98","RA2702"," ","65plus years","Female","Total","d",10," ","",":",10," ","",":"
"1997/98","RA2701"," ","0-17 years","Male","Total","d",0," ","",":",0," ","",":"
"1997/98","RA2701"," ","0-17 years","Female","Total","d",5," ","",":",5," ","",":"
"1997/98","RA2701"," ","18-24 years","Male","Total","d",60," ","",":",45," ","",":"
"1997/98","RA2701"," ","18-24 years","Female","Total","d",15," ","",":",15," ","",":"
"1997/98","RA2701"," ","25-39 years","Male","Total","d",230," ","",":",180," ","",":"
"1997/98","RA2701"," ","25-39 years","Female","Total","d",50," ","",":",40," ","",":"
"1997/98","RA2701"," ","40-64 years","Male","Total","d",145," ","",":",120," ","",":"
"1997/98","RA2701"," ","40-64 years","Female","Total","d",30," ","",":",20," ","",":"
"1997/98","RA2701"," ","65plus years","Male","Total","d",15," ","",":",15," ","",":"
"1997/98","RA2701"," ","65plus years","Female","Total","d",15," ","",":",15," ","",":"
"1997/98","RA2704"," ","0-17 years","Male","Total","d",5," ","",":",0," ","",":"
"1997/98","RA2704"," ","0-17 years","Female","Total","d",0," ","",":",0," ","",":"
"1997/98","RA2704"," ","18-24 years","Male","Total","d",10," ","",":",10," ","",":"
"1997/98","RA2704"," ","18-24 years","Female","Total","d",5," ","",":",5," ","",":"
"1997/98","RA2704"," ","25-39 years","Male","Total","d",20," ","",":",20," ","",":"
"1997/98","RA2704"," ","25-39 years","Female","Total","d",10," ","",":",10," ","",":"
"1997/98","RA2704"," ","40-64 years","Male","Total","d",10," ","",":",10," ","",":"
"1997/98","RA2704"," ","40-64 years","Female","Total","d",5," ","",":",5," ","",":"
"1997/98","RA2704"," ","65plus years","Male","Total","d",10," ","",":",10," ","",":"
"1997/98","RA2704"," ","65plus years","Female","Total","d",15," ","",":",15," ","",":"
"1997/98","RA2703"," ","0-17 years","Male","Total","d",5," ","",":",5," ","",":"
"1997/98","RA2703"," ","0-17 years","Female","Total","d",0," ","",":",0," ","",":"
"1997/98","RA2703"," ","18-24 years","Male","Total","d",5," ","",":",5," ","",":"
"1997/98","RA2703"," ","18-24 years","Female","Total","d",0," ","",":",0," ","",":"
"1997/98","RA2703"," ","25-39 years","Male","Total","d",15," ","",":",15," ","",":"
"1997/98","RA2703"," ","25-39 years","Female","Total","d",0," ","",":",0," ","",":"
"1997/98","RA2703"," ","40-64 years","Male","Total","d",10," ","",":",5," ","",":"
"1997/98","RA2703"," ","40-64 years","Female","Total","d",5," ","",":",5," ","",":"
"1997/98","RA2703"," ","65plus years","Male","Total","d",0," ","",":",0," ","",":"
"1997/98","RA2703"," ","65plus years","Female","Total","d",0," ","",":",0," ","",":"
"1998/99","S08000015"," ","0-17 years","Male","Total","d",90," ","211.18"," ",75," ","175.99"," "
"1998/99","S08000015"," ","0-17 years","Female","Total","d",80," ","193.78"," ",65," ","157.45"," "
"1998/99","S08000015"," ","18-24 years","Male","Total","d",160," ","1117.32"," ",115," ","803.07"," "
"1998/99","S08000015"," ","18-24 years","Female","Total","d",115," ","817.69"," ",80," ","568.83"," "
"1998/99","S08000015"," ","25-39 years","Male","Total","d",495," ","1293.14"," ",345," ","901.28"," "
